"name","age","dni","source","tags","phone","external_id"
"Kathe Malory","2","51371961898","MANUAL REGistration","actionpending","2-41 9067-2038","74828"
"Vinni Elbertine","44","12446346137","google form","any_applicant23","2 22 1891-6738","46697"
"Genni E. Ocko","25","14811796290","Google forms","client_only22|never_call","+54 6 18-1991 3497","58935"
"Evvy Tani","73","49311208686","Manual registration","contactcenter_region219|any_applicant","+54 7 93 7425-2656","37736"
"Maren Fidole","40","94751733557","Google forms","form_ui344","1 43 6957-8073","96885"
"Kyrstin Glovsky","127","67249749154","google Forms","contactcenter_region4","+54 2 14 9278 2194","97354"
"Cathleen Noe","19","72164143938","Facebook Leads","never_call","5 37-2826-5535","42111"
"Cornela Barram","94","66388856547","Facebook Leads","most_interested6","6 72-2946 3500","73649"
"Joeann Schlessinger","110","51171110935","Facebook Leads","any_applicant12","2 48 3636 9073","96410"
"Emelyne Ofilia","75","49129392038","Email RESPONSE","source_dependant|never_call","5 23 5258 18194","23052"
"Coraline Africa","21","83124588857","Facebook Leads","call_again|contactcenter_region1","1 92-4090 4270","77984"
"Latashia E. Nicoline","58","39914798686","Manual registration","case1","1 60 9116 8827","18636"
"Brandise W. Norby","77","17938495125","facebook leads","on_consideration|client_only13|contactcenter_region31","+54 8 37 4345-9100","25870"
"Rafaelita Calva","80","34380868310","Email response","contactcenter_region421|on_consideration","+54 3 77 5697-3308","16494"
"Jere H. Fermin","19","72164143938","Facebook Leads","remove_of_source","5 37-2826-5535","36456"
"Morena Jairia","100","29322557040","Google forms","contactcenter_region3","9 63 9995 9881","85181"
"Aeriell T. Dulcle","33","94658840078","facebok Leads","techsource_29","8 10 5706 9756","70824"
"Reina K. Davena","89","43915919412","Email response","client_only","6-24 1956 63508","37654"
"Dix Blinny","35","76318526652","Google forms","remove_of_source","+54 6 42 2956-4442","82873"
"Laurel Harris","14","32646283784","manual-registration","actionpending|treaty19|least_interested","1 93 3371 8891","59136"
"Kimmi R. Panayiotis","115","36594424906","MANUAL REGistration","contactcenter_region3|techsource_2929","8 68-8641 2068","51967"
"Maryl Oech","38","17021754342","Email RESPONSE","limit|any_applicant|limit","+54 4 94 9003 8503","37677"
"Ceil Sybille","14","22284960096","MANUAL REGistration","techsource_29|never_call|case15","9 51 1016 4773","83277"
"Danna Estus","57","76270922216","Email response","most_interested","9 34 9939 9195","95719"
"Julia Pollitt","15","84203885836","Facebook Leads","contactcenter_region3|case129|actionpending","5 25 8823 8517","80898"
"Oriana C. Zeitler","64","28285439982","MANUAL REGistration","least_interested2","+54 1 27 8213 6771","54163"
"Tommy Maitund","114","30762894652","Facebook Leads","least_interested25|special","+54 3-21-4795-2203","34655"
"Joletta Bristow","113","69004339578","Manual registration","techsource_29","2 30 4489 2102","43553"
"Colleen Pavkovic","79","14114658998","Email response","contactcenter_region1|contactcenter_region22|treaty","2-99-3168 91822","55630"
"Dede Staford","52","45729646182","google form","special","5 72-4391 8777","76410"
"Carena Yovonnda","85","792503954","facebook leads","contactcenter_region1|apply_0_cases|possible_buyer","+54 6 58 8110-8864","33872"
"Ceciley Vyse","49","48905472650","Email response","techsource_298|possible_buyer|form_ui344","5 33 2041 5173","75820"
"Theresa H. Mihalco","34","30599539761","Facebook Leads","actionable21","+54 5 51-3781-3879","39599"
"Torie Galatia","102","15233360364","facebok Leads","actionpending21","+54 1 59 8492-3396","42224"
" Veronika","88","72492572446","facebook leads","never_call|limit23|contactcenter_region49","1 52 4625 6024","25036"
"Sofie Ratcliff","89","42923244455","Email RESPONSE","call_again11|contactcenter_region2","9 53-5781 70967","61512"
"Agace Meghann","19","49943687722","MANUAL REGistration","call_again|possible_buyer15","3 35 8712-9647","55131"
"Cam Juliane","97","92791663371","facebook leads","contactondemand22|possible_buyer","4 58 4905 7457","84149"
"Ursulina Jaime ","39","69861589545","Email responce","actionpending|contactondemand|special","5-99 2554 6375","55668"
"Suki R. Jonie","79","40640932355","facebook leads","form_ui3449|client_only","3-45 5176-8203","55961"
"Ambur K. Dosi","3","85728899445","google Forms","treaty","+54 4 48 7258 1586","35030"
"Vita O. Stoller","87","44941228676","google Forms","possible_buyer14|client_only28","2 23 9909 6268","55636"
"Esta Vadnee","84","3034056631108","google Forms","on_consideration|form_ui344|contactcenter_region3","+54 7 68-9806-6637","85966"
"Kalina F. Dorn","33","94658840078","google form","never_call|any_applicant|source_dependant","8 10 5706 9756","67844"
"Ashla Crispin","99","22012624750","Facebook Leads","source_dependant","+54 4 55 5856 8877","46050"
"Elora Sebbie","96","90576502461","google form","contactondemand|contactcenter_region2|form_ui344","2 95 9498 7369","20277"
"Corry Bergerac","101","11451368436","manual-registration","on_consideration|client_only3","+54 7 77 3837 3612","95583"
"Anneliese B. Lisabeth","49","40814083515","Manual registration","least_interested8","1 71 2478 83791","46050"
"Annalise C. Ches","20","87188661934","Email responce","actionable|contactcenter_region3","+54 8 52 7248 7489","40628"
"Freda D. Leahey","26","52910950256","MANUAL REGistration","possible_buyer10","1 85 1665-5111","49028"
"Adriane Kelcie","92","42179573882","Manual registration","actionpending30|rangeof_action|actionable8","9 56-9521 8159","35925"
"Thekla V. Hoisch","56","55372239617","Email response","possible_buyer","+54 3 15 6169 7336","99618"
"Vanya C. Stephanie","120","47999017010","manual-registration","never_call|limit","+54 3 42 9487 5708","80556"
"Odele V. Rosabel","0","56272557185","Facebook Leads","rangeof_action14|remove_of_source","+54 8 16 5314 7605","44776"
" Oca","123","26724305989","MANUAL REGistration","contactcenter_region1","8 31 8890 7425","96802"
"Patricia Vasya","122","31442256325","Email response","actionpending2|on_consideration12","1 35 1112 6713","42420"
"Edyth G. Ithnan","4","86574802469","Email RESPONSE","least_interested|rangeof_action16","4 22 9114 1812","39235"
"Kaitlin N. Aubarta","74","73820474956","google Forms","on_consideration29|limit|contactcenter_region2","4 52 8687 3307","51143"
"Valery S. Pharaoh","33","94658840078","Google forms","contactcenter_region1","8 10 5706 9756","44380"
"Rosene G. Modesty","89","19610905722","Facebook Leads","case1|case1","3-37 7146 9370","97441"
"Orel L. Tedra","22","64817376893","Facebook Leads","actionable|actionable|form_ui34430","8 80 3270-7714","28603"
"Jessalyn B. Gaut","44","85341246364","Manual registration","never_call|possible_buyer|case1","+54 7 49-5172 1777","29755"
"Karolina Maddalena","111","49263983193","Manual registration","rangeof_action18|client_only|special15","1 59 4994-9579","50620"
"Alicia Winonah","102","68006713808","Facebook Leads","treaty12|source_dependant|on_consideration19","+54 8 51 4888 2459","46050"
"Mira Levinson","124","4597583413218","Facebook Leads","most_interested|least_interested|never_call15","+54 3-99 6184 2535","75607"
"Suzann Carole","76","68673182379","Email RESPONSE","call_again20|on_consideration","3-89 7453 4731","69700"
"Vicky Gamber","69","45621148812","facebook leads","call_again16|actionpending","+54 2 45 8610 8751","13397"
"Marget G. Milano","23","81351853950","Manual registration","call_again|contactcenter_region28|techsource_29","5 80 9282 1670","64784"
"Gabbi Philender","4","15276375129","Google forms","actionpending20|least_interested20|source_dependant","+54 1 47 4582 4386","73656"
"Greer Hedgcock","104","31531559910","MANUAL REGistration","special8|least_interested|least_interested","5-50-2159 7936","49663"
"Thia L. Nixon","12","92953462334","Email RESPONSE","rangeof_action13|limit|special5","1 25-1391 6351","16686"
"Trudie C. Dorran","109","61643073678","Email response","source_dependant|source_dependant|remove_of_source26","6 10 3798 2419","55502"
"Gwynne Grove","85","30645533045","MANUAL REGistration","contactcenter_region117","3 16-6721 2045","86266"
"Isidora R. Junie","88","22689560614","Google forms","call_again3","5-88 5477 8395","41790"
"Joeann R. Reinhold","122","62552250923","Email RESPONSE","contactcenter_region1|call_again2","+54 3 89 2403 3997","95988"
"Yetty Liederman","6","90061706062","facebok Leads","client_only|on_consideration","+54 9 32 6652 8814","68016"
"Stormy P. Bandeen","76","4353632684","Google forms","source_dependant|client_only|rangeof_action","+54 3-16 2710 6798","73662"
"Tiffie Stella","19","94105167452","Manual registration","treaty|form_ui344|limit27","5-33 5778-6153","44879"
"Thomasine O. Holbrooke","100","56497127183","Manual registration","call_again28","8 29 6347-2699","26991"
"Dorian C. Gallagher","53","20338591526","Facebook Leads","form_ui344|any_applicant16|actionpending1","3 48 2749 5238","22679"
"Shanta R. Ormand","109","59157990714","Email response","actionpending|form_ui344","2 51 8008 9649","27402"
"Marge E. Rosen","27","85713897641","MANUAL REGistration","contactcenter_region110|form_ui344","+54 4 73 2062 4191","41351"
"Margaretha J. Jackquelin","50","38025743646","Manual registration","any_applicant27|possible_buyer16","5 49 7211 8521","65163"
"Maridel Mulvihill","67","40092191786","google form","contactcenter_region31|special|case1","+54 4 23 4978-3601","27071"
"Frances Taylor","13","13812651861","Email RESPONSE","contactondemand|limit22|actionable","+54 7 38 9869 5937","15083"
"Abigale Sekyere","91","45482278864","Google forms","client_only","2 74 1950 5749","67205"
"Farica Michaella","75","81746768250","Manual registration","possible_buyer|limit|form_ui344","+54 9-29-1321 3925","86098"
"Selma M. Ludeman","27","81637214618","facebook leads","any_applicant","+54 9 76 4176 5204","95142"
"Mireielle Cesare","121","56406840139","Facebook Leads","contactcenter_region2","4 30 1255 21052","68175"
"Reine D. Samson","69","45621148812","google Forms","least_interested","+54 2 45 8610 8751","97768"
"Neille Uni","95","5462483611","facebook leads","remove_of_source","2 93 9621 6175","89358"
"Kris Line","2","55800152812","Email response","contactondemand","+54 6 26 3105-9827","17090"
"Andrea F. Paget","10","26596040060","Manual registration","contactcenter_region46|possible_buyer|possible_buyer4","5 73 3081-6910","67293"
"Corina A. Edelsten","69","84624463931","Google forms","possible_buyer|actionable","4-92 2019 6713","86698"
"Josey Arnie","2","60357655752","facebook leads","apply_0_cases|case1","+54 5 53 6456 5553","39079"
"Domini S. Charry","38","31799428656","google Forms","limit|treaty|actionpending2","1-42 5523 9474","96183"
"Liz Ferne","25","83547565903","Facebook Leads","treaty|contactondemand12|apply_0_cases","2 81 9452 1416","38512"
"Nomi Jodoin","38","60679846043","MANUAL REGistration","contactcenter_region4","+54 6 68 4597 3619","29312"
"Lyndell A. Obediah","118","64483051265","Email response","special|contactcenter_region4","8 63 6863 3647","79779"
"Allegra Weissberg","19","56667929584","Email RESPONSE","rangeof_action|rangeof_action","6 19-5499 7556","81878"
"Honor Talley","86","49051950005","Email response","contactcenter_region2","+54 1 77 9493 4588","45292"
"Aloysia C. O'Callaghan","19","41062641672","MANUAL REGistration","rangeof_action|call_again18|contactcenter_region3","7 93 1245 7382","81220"
"Carlee Giguere","39","26721754858","google Forms","never_call|actionpending|contactcenter_region3","1 32 7288 5799","79754"
"Cicily F. Carline","26","75755066423","Google forms","form_ui344|limit|any_applicant","7 44 9949 7971","90584"
"Cornie P. Dusa","2","98270293188","Google forms","contactondemand18|treaty|any_applicant4","5 25 2481 4598","72902"
"Murielle Z. Isidro","76","28835667439","facebook leads","possible_buyer|possible_buyer|actionpending","7 79-4196 8367","58775"
"Scarlet Baruch","70","82652935110","Facebook Leads","contactondemand|source_dependant","5-72 8824-4791","65700"
"Shellie Thorne","35","91270917825","Email responce","contactcenter_region310|actionpending","2 42 7793 5445","46050"
"Josi M. Beora","39","72149848721","MANUAL REGistration","case1","8-92 7107 5101","90664"
"Daisy Loredo","6","34057397450","MANUAL REGistration","techsource_2922","+54 8 26-8286 5636","63335"
"Clarisse Harlan","41","19493083301","MANUAL REGistration","remove_of_source23","6 93-1904 8062","99515"
"Malorie J. Jaylene","16","17749396440","facebook leads","least_interested24","8-81 6691-4414","27225"
"Vanessa O. Schiro","54","37285223894","Email response","actionpending|special|limit","6 61 9302 6350","21178"
"Theodora Claudette","56","20430149115","Email response","any_applicant|rangeof_action","+54 6 15 2467 7392","87902"
"Cissy Dani","123","45224962103","Email response","techsource_29","7 46 8777-3767","80570"
"Margarethe Radley","103","56641104778","facebok Leads","special|special21","+54 1 29 5658 9877","37477"
"Kayle L. Kirst","14","24318789864","Email RESPONSE","limit","4 56-9499 8467","54858"
"Flor R. Shreve","95","5462483611","Email response","actionable","2 93 9621 6175","80484"
"Bel Darton","21","22968488488","Email response","possible_buyer|call_again|form_ui344","+54 5 21-1150 4040","81008"
"Karon S. Sarge","25","93339097984","Manual registration","apply_0_cases|form_ui344","6 56 1794 9395","34433"
"Riva E. Philcox","95","5462483611","Email RESPONSE","contactondemand","2 93 9621 6175","53913"
"Natividad H. Revkah","8","35621292341","Email RESPONSE","contactcenter_region4|apply_0_cases","9 46 7233-5370","11094"
"Genovera H. Brown","119","71966082211","facebok Leads","contactondemand","1 64 6915 1348","57777"
"Clarette","33","67938850604","MANUAL REGistration","techsource_29|limit|on_consideration","2 69 4165 4969","78754"
"Gerty A. Avie","56","77666432174","MANUAL REGistration","treaty8|case1","1-31 8814 2827","23892"
"Margalo Darcee","114","34930634953","google Forms","techsource_29","+54 3-98 5273 3452","78334"
"Sandi Herriott","25","97442222197","google Forms","case113|actionpending|call_again","1 60 1408 1871","60188"
"Fania S. Kitty","31","47469737957","google Forms","form_ui344|most_interested|least_interested","1 57-3397 9337","37790"
"Tallie Monk","93","82494539291","Email RESPONSE","techsource_29","1-78-3766 6639","12098"
"Elenore E. Tersina","118","87408973494","facebook leads","special7|contactcenter_region3|contactcenter_region2","2 31 5969 8269","62980"
"Roseanna Alansen","66","54716726827","MANUAL REGistration","any_applicant18","+54 6 78 6640 6819","79224"
"Karrie Odine","97","23114704280","google Forms","contactcenter_region26","+54 8-68-5263 4115","29363"
